N_RIGA;ID_LIBRO;TITOLO;AUTORE;GENERE;ANNO_PUBBLICAZIONE;CASA_EDITRICE;ISBN;LINGUA;N_PAGINE;DISPONIBILE;DATA_INIZIO_PRESTITO;DATA_FINE_PRESTITO
560;LIB0560;Franny e Zooey;J.D. Salinger;Romanzo;1838;Einaudi;978-19-482-7481-9;Italiano;827;SI;NULL;NULL
561;LIB0561;Il Mondo di Ieri;Stefan Zweig;Memoir;1644;Mondadori;978-51-239-3580-0;Italiano;698;SI;NULL;NULL
562;LIB0562;Il Processo;Franz Kafka;Romanzo esistenziale;1747;Einaudi;978-72-764-6198-1;Italiano;1389;NO;2026-03-20;2026-06-18
563;LIB0563;Misery;Stephen King;Thriller;1875;Sperling & Kupfer;978-55-328-3872-2;Italiano;1336;SI;NULL;NULL
564;LIB0564;Il Barone Rampante;Italo Calvino;Romanzo;2005;Einaudi;978-26-281-1029-3;Italiano;683;SI;NULL;NULL
565;LIB0565;Il Mio Nome è Rosso;Orhan Pamuk;Romanzo storico;1886;Einaudi;978-82-133-3983-4;Italiano;881;SI;NULL;NULL
566;LIB0566;Il Giro del Mondo in 80 Giorni;Jules Verne;Avventura;1926;Mondadori;978-91-679-2705-5;Italiano;532;SI;NULL;NULL
567;LIB0567;Il Paese delle Nevi;Yasunari Kawabata;Romanzo;1444;Mondadori;978-19-343-6682-6;Italiano;758;SI;NULL;NULL
568;LIB0568;Il Mastino dei Baskerville;Arthur Conan Doyle;Giallo;1471;Newton Compton;978-21-941-6500-7;Italiano;1382;SI;NULL;NULL
569;LIB0569;Le Botteghe Color Cannella;Bruno Schulz;Racconti;1571;Einaudi;978-41-809-2110-8;Italiano;509;SI;NULL;NULL
570;LIB0570;La Storia;Elsa Morante;Romanzo;1410;Einaudi;978-16-495-8179-9;Italiano;82;SI;NULL;NULL
571;LIB0571;Siddharta;Hermann Hesse;Romanzo filosofico;1470;Adelphi;978-73-487-6754-0;Italiano;927;SI;NULL;NULL
572;LIB0572;Aspettando Godot;Samuel Beckett;Teatro;1403;Einaudi;978-83-766-4695-1;Italiano;1061;NO;2026-03-23;2026-06-21
573;LIB0573;Senilità;Italo Svevo;Romanzo;1375;Einaudi;978-47-120-6221-2;Italiano;148;NO;2026-04-13;2026-07-12
574;LIB0574;I Miserabili;Victor Hugo;Romanzo sociale;1407;Mondadori;978-53-274-7151-3;Italiano;231;NO;2026-05-07;2026-08-05
575;LIB0575;L'Uomo Invisibile;H.G. Wells;Fantascienza;1376;Newton Compton;978-21-446-8909-4;Italiano;1200;SI;NULL;NULL
576;LIB0576;Rue des Boutiques Obscures;Patrick Modiano;Romanzo;1741;Einaudi;978-31-721-8113-5;Italiano;1418;NO;2026-03-12;2026-06-10
577;LIB0577;Uno Nessuno e Centomila;Luigi Pirandello;Romanzo;1403;Einaudi;978-36-294-7705-6;Italiano;758;SI;NULL;NULL
578;LIB0578;Anna Karenina;Lev Tolstoj;Romanzo;1853;Einaudi;978-94-388-5872-7;Italiano;623;NO;2026-04-08;2026-07-07
579;LIB0579;Giuliano l'Apostata;Gore Vidal;Romanzo storico;1350;Fazi;978-83-662-9043-8;Italiano;884;NO;2026-02-17;2026-05-18
580;LIB0580;L'Ultimo Uomo;Mary Shelley;Fantascienza;1669;Einaudi;978-64-189-5825-9;Italiano;87;SI;NULL;NULL
581;LIB0581;Suite Francese;Irène Némirovsky;Romanzo;1940;Adelphi;978-71-304-2589-0;Italiano;1309;NO;2026-04-04;2026-07-03
582;LIB0582;Sostiene Pereira;Antonio Tabucchi;Romanzo;1474;Feltrinelli;978-47-183-8758-1;Italiano;1387;SI;NULL;NULL
583;LIB0583;La Gelosia;Alain Robbe-Grillet;Romanzo;1615;Einaudi;978-70-600-5341-2;Italiano;894;NO;2026-03-15;2026-06-13
584;LIB0584;Mentre Morivo;William Faulkner;Romanzo;1857;Adelphi;978-33-479-7249-3;Italiano;873;SI;NULL;NULL
585;LIB0585;Il Generale nel suo Labirinto;Gabriel García Márquez;Romanzo storico;1756;Feltrinelli;978-43-550-8619-4;Italiano;171;NO;2026-03-08;2026-06-06
586;LIB0586;Lessico Famigliare;Natalia Ginzburg;Memoir;1575;Einaudi;978-17-254-2584-5;Italiano;1235;NO;2026-04-29;2026-07-28
587;LIB0587;Neve;Orhan Pamuk;Romanzo;1652;Einaudi;978-62-874-4727-6;Italiano;1188;SI;NULL;NULL
588;LIB0588;Petali di Sangue;Ngũgĩ wa Thiong'o;Romanzo;1696;Einaudi;978-63-648-8779-7;Italiano;1150;SI;NULL;NULL
589;LIB0589;Il Lamento di Portnoy;Philip Roth;Romanzo;1541;Einaudi;978-48-180-7468-8;Italiano;1055;SI;NULL;NULL
590;LIB0590;I Malavoglia;Giovanni Verga;Verismo;1335;Mondadori;978-83-629-3415-9;Italiano;1108;NO;2026-04-13;2026-07-12
591;LIB0591;La Promessa dell'Alba;Romain Gary;Memoir;1759;Neri Pozza;978-31-316-4157-0;Italiano;434;NO;2026-03-21;2026-06-19
592;LIB0592;Frankenstein;Mary Shelley;Horror gotico;1733;Einaudi;978-97-545-4308-1;Italiano;240;SI;NULL;NULL
593;LIB0593;La Pianista;Elfriede Jelinek;Romanzo;1942;Einaudi;978-86-364-6238-2;Italiano;382;SI;NULL;NULL
594;LIB0594;Viaggio al Centro della Terra;Jules Verne;Avventura;1368;Mondadori;978-59-669-7510-3;Italiano;258;SI;NULL;NULL
595;LIB0595;Un Americano alla Corte di Re Artù;Mark Twain;Umorismo;1582;Mondadori;978-68-994-1202-4;Italiano;1144;SI;NULL;NULL
596;LIB0596;Corri Coniglio;John Updike;Romanzo;1938;Einaudi;978-76-900-7874-5;Italiano;1283;NO;2026-04-08;2026-07-07
597;LIB0597;L'Amica Geniale;Elena Ferrante;Romanzo;1453;Edizioni e/o;978-82-702-2641-6;Italiano;383;SI;NULL;NULL
598;LIB0598;La Gita a Tindari;Andrea Camilleri;Giallo;1876;Sellerio;978-46-988-9775-7;Italiano;286;SI;NULL;NULL
599;LIB0599;Canzoniere;Francesco Petrarca;Poesia;1720;Einaudi;978-59-770-8955-8;Italiano;620;SI;NULL;NULL
600;LIB0600;Zibaldone;Giacomo Leopardi;Diario filosofico;1784;Mondadori;978-32-382-7602-9;Italiano;156;NO;2026-03-24;2026-06-22
601;LIB0601;Il Visconte Dimezzato;Italo Calvino;Romanzo;1923;Einaudi;978-98-511-1635-0;Italiano;1474;SI;NULL;NULL
602;LIB0602;Una Stagione all'Inferno;Arthur Rimbaud;Poesia;1639;Einaudi;978-40-150-8785-1;Italiano;1494;SI;NULL;NULL
603;LIB0603;L'Orgia Perpetua;Vargas Llosa;Saggio;1681;Einaudi;978-53-937-5965-2;Italiano;121;SI;NULL;NULL
604;LIB0604;Il Consiglio d'Egitto;Leonardo Sciascia;Romanzo storico;1803;Einaudi;978-22-989-4734-3;Italiano;1482;NO;2026-02-20;2026-05-21
605;LIB0605;Il Giovane Holden;J.D. Salinger;Romanzo di formazione;1753;Einaudi;978-44-846-7828-4;Italiano;737;SI;NULL;NULL
606;LIB0606;La Quarta Prosa;Osip Mandel'stam;Memoir;1391;Adelphi;978-66-316-7671-5;Italiano;464;SI;NULL;NULL
607;LIB0607;Sei Personaggi in Cerca d'Autore;Luigi Pirandello;Teatro;1828;Einaudi;978-17-627-3604-6;Italiano;845;NO;2026-02-26;2026-05-27
608;LIB0608;Foglie d'Erba;Walt Whitman;Poesia;1818;Einaudi;978-27-899-9589-7;Italiano;906;SI;NULL;NULL
609;LIB0609;Storia del Nuovo Cognome;Elena Ferrante;Romanzo;1329;Edizioni e/o;978-34-996-4288-8;Italiano;435;SI;NULL;NULL
610;LIB0610;Testimone d'Accusa;Agatha Christie;Giallo;1555;Mondadori;978-68-151-6904-9;Italiano;147;SI;NULL;NULL
611;LIB0611;Il Diavolo a Goiás;João Guimarães Rosa;Racconti;1580;Einaudi;978-69-617-7503-0;Italiano;834;SI;NULL;NULL
612;LIB0612;La Caduta;Albert Camus;Romanzo;1426;Bompiani;978-13-347-7102-1;Italiano;1475;SI;NULL;NULL
613;LIB0613;I Falsari;André Gide;Romanzo;1756;Einaudi;978-70-700-6730-2;Italiano;443;SI;NULL;NULL
614;LIB0614;Nana;Émile Zola;Naturalismo;1564;Einaudi;978-21-391-1449-3;Italiano;1490;SI;NULL;NULL
615;LIB0615;Una Storia di Amore e di Tenebra;Amos Oz;Memoir;1466;Feltrinelli;978-37-977-4626-4;Italiano;1251;SI;NULL;NULL
616;LIB0616;Il Giorno della Civetta;Leonardo Sciascia;Giallo;1993;Einaudi;978-44-767-7709-5;Italiano;503;SI;NULL;NULL
617;LIB0617;Ti Prendo e Ti Porto Via;Niccolò Ammaniti;Romanzo;1998;Mondadori;978-70-235-3837-6;Italiano;98;SI;NULL;NULL
618;LIB0618;Arcipelago Gulag;Alexander Solzhenitsyn;Memoir;1308;Mondadori;978-42-722-6004-7;Italiano;538;SI;NULL;NULL
619;LIB0619;Cronaca di una Morte Annunciata;Gabriel García Márquez;Romanzo;1958;Feltrinelli;978-64-485-6713-8;Italiano;643;SI;NULL;NULL
620;LIB0620;L'Immortalità;Milan Kundera;Romanzo;1523;Adelphi;978-48-793-9530-9;Italiano;1035;SI;NULL;NULL
621;LIB0621;2666;Roberto Bolaño;Romanzo;1706;Adelphi;978-23-107-9380-0;Italiano;1277;SI;NULL;NULL
622;LIB0622;Il Segno dei Quattro;Arthur Conan Doyle;Giallo;1683;Newton Compton;978-92-708-5631-1;Italiano;1229;NO;2026-04-25;2026-07-24
623;LIB0623;Il Generale dell'Armata Morta;Ismail Kadare;Romanzo;1410;Longanesi;978-18-444-5529-2;Italiano;1066;SI;NULL;NULL
624;LIB0624;La Mela nel Buio;Clarice Lispector;Romanzo;1583;Adelphi;978-93-828-5895-3;Italiano;614;NO;2026-04-09;2026-07-08
625;LIB0625;Ragione e Sentimento;Jane Austen;Romanzo sentimentale;1829;Newton Compton;978-17-924-7620-4;Italiano;572;SI;NULL;NULL
626;LIB0626;La Pelle di Zigrino;Honoré de Balzac;Romanzo fantastico;1997;Einaudi;978-13-771-9148-5;Italiano;366;SI;NULL;NULL
627;LIB0627;Dalla Terra alla Luna;Jules Verne;Fantascienza;1565;Mondadori;978-61-497-1578-6;Italiano;937;SI;NULL;NULL
628;LIB0628;Cronache di Poveri Amanti;Vasco Pratolini;Romanzo;1885;Mondadori;978-53-843-4643-7;Italiano;468;SI;NULL;NULL
629;LIB0629;Il Giardino dei Finzi-Contini;Giorgio Bassani;Romanzo;1953;Einaudi;978-95-467-9311-8;Italiano;1054;SI;NULL;NULL
630;LIB0630;La Lettera Scarlatta;Nathaniel Hawthorne;Romanzo;1474;Einaudi;978-81-285-5813-9;Italiano;1426;NO;2026-03-28;2026-06-26
631;LIB0631;Estetica;Benedetto Croce;Saggio filosofico;1431;Laterza;978-81-881-3999-0;Italiano;609;SI;NULL;NULL
632;LIB0632;La Signora nel Lago;Agatha Christie;Giallo;1643;Mondadori;978-21-327-6820-1;Italiano;1420;NO;2026-02-18;2026-05-19
633;LIB0633;It;Stephen King;Horror;1614;Sperling & Kupfer;978-52-480-5269-2;Italiano;941;SI;NULL;NULL
634;LIB0634;Il Cane di Terracotta;Andrea Camilleri;Giallo;1774;Sellerio;978-70-154-2166-3;Italiano;321;SI;NULL;NULL
635;LIB0635;Furore;John Steinbeck;Romanzo sociale;1499;Mondadori;978-25-988-7253-4;Italiano;1104;SI;NULL;NULL
636;LIB0636;I Detective Selvaggi;Roberto Bolaño;Romanzo;1723;Adelphi;978-29-240-4281-5;Italiano;190;SI;NULL;NULL
637;LIB0637;Lo Scherzo;Milan Kundera;Romanzo;1883;Adelphi;978-28-423-3954-6;Italiano;1017;SI;NULL;NULL
638;LIB0638;Il Vangelo secondo Gesù Cristo;José Saramago;Romanzo;1799;Einaudi;978-90-281-6134-7;Italiano;761;SI;NULL;NULL
639;LIB0639;L'Idiota;Fëdor Dostoevskij;Romanzo;1304;Einaudi;978-45-314-3762-8;Italiano;1005;SI;NULL;NULL
640;LIB0640;Il Visconte di Bragelonne;Alexandre Dumas;Avventura;1462;Newton Compton;978-21-232-8105-9;Italiano;1082;SI;NULL;NULL
641;LIB0641;Qualcuno Volò sul Nido del Cuculo;Ken Kesey;Romanzo;1713;Mondadori;978-71-492-1076-0;Italiano;958;NO;2026-02-18;2026-05-19
642;LIB0642;Kafka sulla Spiaggia;Haruki Murakami;Romanzo;1504;Einaudi;978-11-429-9700-1;Italiano;844;NO;2026-02-27;2026-05-28
643;LIB0643;Guerra e Pace;Lev Tolstoj;Romanzo storico;1992;Einaudi;978-90-851-5076-2;Italiano;88;NO;2026-02-25;2026-05-26
644;LIB0644;La Tempesta di Spade;George R.R. Martin;Fantasy;1652;Mondadori;978-26-205-7284-3;Italiano;719;SI;NULL;NULL
645;LIB0645;Bestiario;Julio Cortázar;Racconti;1613;Einaudi;978-18-943-1749-4;Italiano;422;NO;2026-02-19;2026-05-20
646;LIB0646;Zanna Bianca;Jack London;Avventura;1597;Newton Compton;978-76-710-9587-5;Italiano;1013;SI;NULL;NULL
647;LIB0647;Meridiano di Sangue;Cormac McCarthy;Romanzo;2003;Einaudi;978-53-601-6885-6;Italiano;354;SI;NULL;NULL
648;LIB0648;Il Crimine del Padre Amaro;Eça de Queirós;Realismo;1468;Einaudi;978-12-333-4675-7;Italiano;906;SI;NULL;NULL
649;LIB0649;Cime Tempestose;Emily Brontë;Romanzo gotico;1434;Newton Compton;978-12-703-9267-8;Italiano;512;NO;2026-03-20;2026-06-18
650;LIB0650;Pinocchio;Carlo Collodi;Fiaba;1675;Giunti;978-14-484-5190-9;Italiano;1412;SI;NULL;NULL
651;LIB0651;Canti;Giacomo Leopardi;Poesia;1938;Mondadori;978-86-149-2771-0;Italiano;179;SI;NULL;NULL
652;LIB0652;Se una Notte d'Inverno un Viaggiatore;Italo Calvino;Postmoderno;1320;Einaudi;978-98-218-7828-1;Italiano;178;SI;NULL;NULL
653;LIB0653;Harry Potter e la Camera dei Segreti;J.K. Rowling;Fantasy;1426;Salani;978-42-585-3508-2;Italiano;1200;NO;2026-04-21;2026-07-20
654;LIB0654;Il Tamburo di Latta;Günter Grass;Romanzo;2002;Einaudi;978-11-408-7895-3;Italiano;1370;SI;NULL;NULL
655;LIB0655;Il Gioco del Rovescio;Antonio Tabucchi;Racconti;1978;Feltrinelli;978-44-737-3247-4;Italiano;1145;SI;NULL;NULL
656;LIB0656;Giorno dopo Giorno;Salvatore Quasimodo;Poesia;1407;Mondadori;978-89-220-5631-5;Italiano;1127;NO;2026-03-28;2026-06-26
657;LIB0657;Il Demone Meschino;Fyodor Sologub;Romanzo;1408;Adelphi;978-35-723-4272-6;Italiano;1099;SI;NULL;NULL
658;LIB0658;Ragazzi di Vita;Pier Paolo Pasolini;Romanzo;1835;Garzanti;978-55-820-7713-7;Italiano;493;NO;2026-04-02;2026-07-01
659;LIB0659;Il Lettore;Bernhard Schlink;Romanzo;1340;Garzanti;978-73-312-8875-8;Italiano;1202;SI;NULL;NULL
660;LIB0660;Il Grande Gatsby;F. Scott Fitzgerald;Romanzo;1302;Mondadori;978-95-191-2809-9;Italiano;106;SI;NULL;NULL
661;LIB0661;La Ciociara;Alberto Moravia;Romanzo;1985;Bompiani;978-29-192-9383-0;Italiano;1091;NO;2026-04-20;2026-07-19
662;LIB0662;Casa di Bambola;Henrik Ibsen;Teatro;1403;Einaudi;978-92-336-8483-1;Italiano;604;SI;NULL;NULL
663;LIB0663;La Spada del Destino;Andrzej Sapkowski;Fantasy;1603;Mondadori;978-69-151-2635-2;Italiano;620;SI;NULL;NULL
664;LIB0664;I Fiori del Male;Charles Baudelaire;Poesia;1340;Einaudi;978-56-920-6123-3;Italiano;675;SI;NULL;NULL
665;LIB0665;Il Muro;Jean-Paul Sartre;Racconti;1418;Einaudi;978-15-109-3267-4;Italiano;274;SI;NULL;NULL
666;LIB0666;Il Sogno della Camera Rossa;Cao Xueqin;Romanzo classico;1474;Einaudi;978-55-548-5395-5;Italiano;753;SI;NULL;NULL
667;LIB0667;La Montagna Incantata;Thomas Mann;Romanzo;1395;Corbaccio;978-53-287-2865-6;Italiano;843;SI;NULL;NULL
668;LIB0668;Grida;Lu Xun;Racconti;1767;Einaudi;978-59-806-8835-7;Italiano;636;SI;NULL;NULL
669;LIB0669;Addio alle Armi;Ernest Hemingway;Romanzo di guerra;1964;Mondadori;978-24-235-1960-8;Italiano;421;SI;NULL;NULL
670;LIB0670;Orgoglio e Pregiudizio;Jane Austen;Romanzo sentimentale;1463;Newton Compton;978-63-704-8908-9;Italiano;292;SI;NULL;NULL
671;LIB0671;L'Uccello che Girava le Viti del Mondo;Haruki Murakami;Romanzo;1994;Einaudi;978-33-725-7221-0;Italiano;977;SI;NULL;NULL
672;LIB0672;L'Educazione Sentimentale;Gustave Flaubert;Romanzo;1926;Einaudi;978-97-958-3140-1;Italiano;139;SI;NULL;NULL
673;LIB0673;Gli Indifferenti;Alberto Moravia;Romanzo;1799;Bompiani;978-62-551-1753-2;Italiano;311;NO;2026-04-01;2026-06-30
674;LIB0674;Bonjour Tristesse;Françoise Sagan;Romanzo;1970;Mondadori;978-11-821-9598-3;Italiano;723;SI;NULL;NULL
675;LIB0675;Bruciante Segreto;Stefan Zweig;Racconto;1890;Mondadori;978-38-785-6542-4;Italiano;1237;SI;NULL;NULL
676;LIB0676;La Luna e i Falò;Cesare Pavese;Romanzo;2004;Einaudi;978-22-543-5072-5;Italiano;1346;SI;NULL;NULL
677;LIB0677;Kitchen;Banana Yoshimoto;Romanzo;1979;Feltrinelli;978-92-494-3435-6;Italiano;1465;SI;NULL;NULL
678;LIB0678;I Versi Satanici;Salman Rushdie;Romanzo;1871;Mondadori;978-16-111-3571-7;Italiano;1335;SI;NULL;NULL
679;LIB0679;Storia della Bambina Perduta;Elena Ferrante;Romanzo;1780;Edizioni e/o;978-31-176-9055-8;Italiano;1095;SI;NULL;NULL
680;LIB0680;Notturno Cileno;Roberto Bolaño;Racconto;1638;Adelphi;978-16-619-4648-9;Italiano;649;SI;NULL;NULL
681;LIB0681;Solaris;Stanisław Lem;Fantascienza;1687;Mondadori;978-40-180-8521-0;Italiano;905;SI;NULL;NULL
682;LIB0682;I Racconti Incompiuti;J.R.R. Tolkien;Fantasy;1886;Bompiani;978-21-977-9166-1;Italiano;997;SI;NULL;NULL
683;LIB0683;ZeroZeroZero;Roberto Saviano;Saggio narrativo;1421;Feltrinelli;978-93-118-2681-2;Italiano;1098;SI;NULL;NULL
684;LIB0684;Se questo è un Uomo;Primo Levi;Memoir;1336;Einaudi;978-80-100-2489-3;Italiano;1221;SI;NULL;NULL
685;LIB0685;La Promessa;Friedrich Dürrenmatt;Giallo;1933;Einaudi;978-48-620-4389-4;Italiano;1385;SI;NULL;NULL
686;LIB0686;Il Gioco delle Perle di Vetro;Hermann Hesse;Romanzo filosofico;1767;Mondadori;978-56-945-1889-5;Italiano;778;SI;NULL;NULL
687;LIB0687;Orlando Furioso;Ludovico Ariosto;Poema epico;1765;Einaudi;978-81-885-8751-6;Italiano;759;SI;NULL;NULL
688;LIB0688;Lo Hobbit;J.R.R. Tolkien;Fantasy;1672;Bompiani;978-24-199-4633-7;Italiano;1006;NO;2026-05-15;2026-08-13
689;LIB0689;Espiazione;Ian McEwan;Romanzo;1663;Einaudi;978-47-660-9552-8;Italiano;1377;SI;NULL;NULL
690;LIB0690;Ubik;Philip K. Dick;Fantascienza;1408;Fanucci;978-31-604-3301-9;Italiano;173;SI;NULL;NULL
691;LIB0691;Voss;Patrick White;Romanzo;1719;Einaudi;978-42-725-4209-0;Italiano;299;NO;2026-02-19;2026-05-20
692;LIB0692;Città Aperta;Teju Cole;Romanzo;1702;Einaudi;978-68-944-4122-1;Italiano;521;SI;NULL;NULL
693;LIB0693;V.;Thomas Pynchon;Postmoderno;1410;Einaudi;978-15-748-3018-2;Italiano;928;SI;NULL;NULL
694;LIB0694;La Morte di Artemio Cruz;Carlos Fuentes;Romanzo;1761;Einaudi;978-94-703-9260-3;Italiano;1016;NO;2026-03-31;2026-06-29
695;LIB0695;L'Alchimista;Paulo Coelho;Narrativa;1810;Bompiani;978-77-853-1795-4;Italiano;88;SI;NULL;NULL
696;LIB0696;Diceria dell'Untore;Gesualdo Bufalino;Romanzo;1743;Sellerio;978-71-620-3903-5;Italiano;1278;SI;NULL;NULL
697;LIB0697;Il Gattopardo;Giuseppe Tomasi di Lampedusa;Romanzo storico;1477;Feltrinelli;978-23-496-6273-6;Italiano;342;SI;NULL;NULL
698;LIB0698;L'Arcobaleno della Gravità;Thomas Pynchon;Postmoderno;1693;Einaudi;978-87-809-5067-7;Italiano;937;NO;2026-02-16;2026-05-17
699;LIB0699;La Svastica sul Sole;Philip K. Dick;Fantascienza;1651;Fanucci;978-67-924-3185-8;Italiano;682;NO;2026-04-08;2026-07-07
700;LIB0700;Doppio Sogno;Arthur Schnitzler;Racconto;1916;Adelphi;978-48-963-9975-9;Italiano;1129;SI;NULL;NULL
701;LIB0701;Otello;William Shakespeare;Teatro;1866;Einaudi;978-37-305-4435-0;Italiano;1375;SI;NULL;NULL
702;LIB0702;Iliade;Omero;Poema epico;1597;Einaudi;978-54-788-3173-1;Italiano;1486;SI;NULL;NULL
703;LIB0703;Il Profeta;Kahlil Gibran;Poesia in prosa;1965;Newton Compton;978-74-655-6281-2;Italiano;444;SI;NULL;NULL
704;LIB0704;L'Insostenibile Leggerezza dell'Essere;Milan Kundera;Romanzo filosofico;1660;Adelphi;978-71-696-7839-3;Italiano;1231;SI;NULL;NULL
705;LIB0705;Arco di Trionfo;Erich Maria Remarque;Romanzo;1846;Mondadori;978-64-927-1209-4;Italiano;665;SI;NULL;NULL
706;LIB0706;Norwegian Wood;Haruki Murakami;Romanzo;1325;Einaudi;978-28-154-1927-5;Italiano;860;NO;2026-04-21;2026-07-20
707;LIB0707;Il Buio oltre la Siepe;Harper Lee;Romanzo sociale;1464;Feltrinelli;978-97-356-3399-6;Italiano;666;SI;NULL;NULL
708;LIB0708;Notre-Dame de Paris;Victor Hugo;Romanzo storico;2007;Mondadori;978-36-871-9866-7;Italiano;684;NO;2026-02-19;2026-05-20
709;LIB0709;Dieci Piccoli Indiani;Agatha Christie;Giallo;1763;Mondadori;978-88-988-4675-8;Italiano;289;SI;NULL;NULL
710;LIB0710;Assassinio sull'Orient Express;Agatha Christie;Giallo;1874;Mondadori;978-40-623-5712-9;Italiano;876;SI;NULL;NULL
711;LIB0711;Malina;Ingeborg Bachmann;Romanzo;1348;Adelphi;978-59-526-6122-0;Italiano;861;SI;NULL;NULL
712;LIB0712;Discorsi sopra la Prima Deca di Tito Livio;Niccolò Machiavelli;Saggio politico;1355;Einaudi;978-42-307-8259-1;Italiano;106;SI;NULL;NULL
713;LIB0713;I Nudi e i Morti;Norman Mailer;Romanzo di guerra;1948;Mondadori;978-57-873-9955-2;Italiano;1406;SI;NULL;NULL
714;LIB0714;Feste Galanti;Paul Verlaine;Poesia;1501;Einaudi;978-47-559-3906-3;Italiano;476;SI;NULL;NULL
715;LIB0715;Myricae;Giovanni Pascoli;Poesia;1376;Zanichelli;978-32-852-9418-4;Italiano;462;NO;2026-02-19;2026-05-20
716;LIB0716;Grandi Speranze;Charles Dickens;Romanzo di formazione;1341;Newton Compton;978-45-669-5329-5;Italiano;957;NO;2026-04-24;2026-07-23
717;LIB0717;Cronache Marziane;Ray Bradbury;Fantascienza;1898;Mondadori;978-10-438-8640-6;Italiano;602;SI;NULL;NULL
718;LIB0718;La Strada;Cormac McCarthy;Romanzo post-apocalittico;1458;Einaudi;978-29-430-1833-7;Italiano;161;SI;NULL;NULL
719;LIB0719;Punto Contropunto;Aldous Huxley;Romanzo;1940;Mondadori;978-94-408-9037-8;Italiano;1340;SI;NULL;NULL
720;LIB0720;Eugénie Grandet;Honoré de Balzac;Realismo;1863;Einaudi;978-19-902-6207-9;Italiano;813;SI;NULL;NULL
721;LIB0721;Il Ladro di Merendine;Andrea Camilleri;Giallo;1488;Sellerio;978-18-905-9276-0;Italiano;1146;NO;2026-02-23;2026-05-24
722;LIB0722;Memorie di Adriano;Marguerite Yourcenar;Romanzo storico;1856;Einaudi;978-61-194-6724-1;Italiano;1179;NO;2026-04-12;2026-07-11
723;LIB0723;Le Elegie Duinesi;Rainer Maria Rilke;Poesia;1518;Einaudi;978-52-439-6911-2;Italiano;1438;NO;2026-02-20;2026-05-21
724;LIB0724;La Figlia del Pastore;George Orwell;Romanzo;1933;Mondadori;978-70-674-1144-3;Italiano;1166;NO;2026-03-23;2026-06-21
725;LIB0725;Storia di Chi Fugge e di Chi Resta;Elena Ferrante;Romanzo;1654;Edizioni e/o;978-40-757-4994-4;Italiano;992;SI;NULL;NULL
726;LIB0726;La Divina Commedia;Dante Alighieri;Poesia epica;1998;Le Monnier;978-58-915-2857-5;Italiano;737;SI;NULL;NULL
727;LIB0727;Il Pozzo e il Pendolo;Edgar Allan Poe;Racconto horror;1853;Newton Compton;978-13-629-7143-6;Italiano;659;SI;NULL;NULL
728;LIB0728;Interpreter of Maladies;Jhumpa Lahiri;Racconti;1820;Guanda;978-72-144-5856-7;Italiano;992;SI;NULL;NULL
729;LIB0729;Non Lasciarmi;Kazuo Ishiguro;Romanzo distopico;1497;Einaudi;978-75-184-2572-8;Italiano;736;NO;2026-04-16;2026-07-15
730;LIB0730;Lo stesso Mare;Amos Oz;Romanzo;1850;Feltrinelli;978-10-741-2072-9;Italiano;1172;NO;2026-03-24;2026-06-22
731;LIB0731;La Vita Nuova;Dante Alighieri;Poesia;1944;Einaudi;978-97-534-2702-0;Italiano;516;NO;2026-04-01;2026-06-30
732;LIB0732;Poesie;Emily Dickinson;Poesia;2019;Einaudi;978-92-936-2181-1;Italiano;971;SI;NULL;NULL
733;LIB0733;L'Immoralista;André Gide;Romanzo;1457;Einaudi;978-68-834-6434-2;Italiano;128;NO;2026-02-20;2026-05-21
734;LIB0734;La Caduta;Albert Camus;Romanzo;1375;Bompiani;978-32-913-5127-3;Italiano;191;SI;NULL;NULL
735;LIB0735;Volo di Notte;Antoine de Saint-Exupéry;Romanzo;1888;Einaudi;978-43-517-7357-4;Italiano;546;SI;NULL;NULL
736;LIB0736;2001 Odissea nello Spazio;Arthur C. Clarke;Fantascienza;1714;Mondadori;978-50-117-7381-5;Italiano;966;SI;NULL;NULL
737;LIB0737;Martin Eden;Jack London;Romanzo di formazione;1847;Feltrinelli;978-92-837-2036-6;Italiano;92;SI;NULL;NULL
738;LIB0738;Il Sole Sorge Ancora;Ernest Hemingway;Romanzo;1899;Mondadori;978-99-968-2189-7;Italiano;173;SI;NULL;NULL
739;LIB0739;Underworld;Don DeLillo;Romanzo;1814;Einaudi;978-47-905-5937-8;Italiano;297;SI;NULL;NULL
740;LIB0740;Isola;Aldous Huxley;Utopia;1588;Mondadori;978-58-504-1504-9;Italiano;976;SI;NULL;NULL
741;LIB0741;Correzione;Thomas Bernhard;Romanzo;1846;Einaudi;978-27-864-7406-0;Italiano;530;SI;NULL;NULL
742;LIB0742;La Torre;Hugo von Hofmannsthal;Teatro;1858;Adelphi;978-91-247-5883-1;Italiano;684;SI;NULL;NULL
743;LIB0743;Fiabe;Hans Christian Andersen;Fiabe;1963;Einaudi;978-11-666-3316-2;Italiano;844;NO;2026-03-25;2026-06-23
744;LIB0744;In Cold Blood;Truman Capote;True crime;1305;Garzanti;978-86-503-9800-3;Italiano;1252;SI;NULL;NULL
745;LIB0745;La Macchina del Tempo;H.G. Wells;Fantascienza;1387;Newton Compton;978-36-866-6633-4;Italiano;704;NO;2026-05-15;2026-08-13
